# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
31/08/2025 23:59:25,Class A,219003103,55.449488,10.664422,Unknown value,,0.0,336.8,,Unknown,5QBI,O 98 AMANDA,Fishing,,3,12,GPS,,Unknown,,AIS,9,3,1,2
31/08/2025 23:59:25,Class A,219003103,55.449488,10.664422,Unknown value,,0.0,336.8,,Unknown,5QBI,O 98 AMANDA,Fishing,,3,12,GPS,,Unknown,,AIS,9,3,1,2
31/08/2025 23:59:25,Class A,244870072,57.698038,11.012570,Under way using engine,0.0,10.2,141.0,142,9668570,PDCI,SPAUWER,Dredging,,21,143,GPS,9.0,AARHUS,01/09/2025 14:00:00,AIS,120,23,11,10
31/08/2025 23:59:25,Class A,244870072,57.698038,11.012570,Under way using engine,0.0,10.2,141.0,142,9668570,PDCI,SPAUWER,Dredging,,21,143,GPS,9.0,AARHUS,01/09/2025 14:00:00,AIS,120,23,11,10
31/08/2025 23:59:25,Class A,219018494,56.958635,8.366387,Under way using engine,,0.0,325.3,,Unknown,OVCI,SAR BIL NR VORUPOR,SAR,,2,5,Internal,,Unknown,06/07/2026 13:54:00,AIS,3,2,1,1
31/08/2025 23:59:25,Class A,244870072,57.698038,11.012570,Under way using engine,0.0,10.2,141.0,142,9668570,PDCI,SPAUWER,Dredging,,21,143,GPS,9.0,AARHUS,01/09/2025 14:00:00,AIS,120,23,11,10
31/08/2025 23:59:25,Class A,266331000,56.099705,11.174390,Under way using engine,0.0,16.0,40.3,45,9145176,SLDW,STENA GERMANICA,Passenger,No additional information,30,241,Combined GPS/GLONASS,5.8,SEGOT-DEKEL-SEGOT,01/09/2025 07:15:00,AIS,27,214,15,15
31/08/2025 23:59:25,Class A,266331000,56.099705,11.174390,Under way using engine,0.0,16.0,40.3,45,9145176,SLDW,STENA GERMANICA,Passenger,No additional information,30,241,Combined GPS/GLONASS,5.8,SEGOT-DEKEL-SEGOT,01/09/2025 07:15:00,AIS,27,214,15,15
31/08/2025 23:59:25,Class A,266331000,56.099705,11.174390,Under way using engine,0.0,16.0,40.3,45,9145176,SLDW,STENA GERMANICA,Passenger,No additional information,30,241,Combined GPS/GLONASS,5.8,SEGOT-DEKEL-SEGOT,01/09/2025 07:15:00,AIS,27,214,15,15
31/08/2025 23:59:25,Class B,219013474,57.592025,10.429222,Unknown value,,0.0,340.2,,Unknown,OU3970,APHRODITE,Sailing,,,,Undefined,,Unknown,,AIS,,,,
31/08/2025 23:59:25,Class A,266331000,56.099705,11.174390,Under way using engine,0.0,16.0,40.3,45,9145176,SLDW,STENA GERMANICA,Passenger,No additional information,30,241,Combined GPS/GLONASS,5.8,SEGOT-DEKEL-SEGOT,01/09/2025 07:15:00,AIS,27,214,15,15
31/08/2025 23:59:25,Class A,266381000,56.841318,12.308960,Engaged in fishing,,2.0,142.0,,Unknown,SMIC,FG 107 WAILETT,Fishing,,5,14,Internal,,GLOMMEN,,AIS,7,7,2,3
31/08/2025 23:59:25,Class A,219028337,55.334125,11.137850,Under way using engine,0.0,0.0,291.4,344,9898929,OZFY2,SVITZER EDDA,Tug,,13,30,GPS,5.4,DKSIT,31/08/2025 21:00:00,AIS,16,14,6,7
31/08/2025 23:59:25,Class A,266331000,56.099705,11.174390,Under way using engine,0.0,16.0,40.3,45,9145176,SLDW,STENA GERMANICA,Passenger,No additional information,30,241,Combined GPS/GLONASS,5.8,SEGOT-DEKEL-SEGOT,01/09/2025 07:15:00,AIS,27,214,15,15
31/08/2025 23:59:25,Class A,266381000,56.841318,12.308960,Engaged in fishing,,2.0,142.0,,Unknown,SMIC,FG 107 WAILETT,Fishing,,5,14,Internal,,GLOMMEN,,AIS,7,7,2,3
31/08/2025 23:59:25,Class A,219381000,55.477320,8.416977,Under way using engine,0.0,0.0,316.9,331,Unknown,OUSS,WILHELMINA,Undefined,,10,38,GPS,,Unknown,,AIS,33,5,4,6
31/08/2025 23:59:25,Base Station,2190075,55.027085,10.614565,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
31/08/2025 23:59:25,Class A,231898000,55.778230,12.706438,Under way using engine,0.0,8.9,11.0,11,9988504,OZ2219,SPIKEN,Cargo,,13,89,GPS,6.5,SELLA > SEHOG,01/09/2025 03:00:00,AIS,80,9,1,12
31/08/2025 23:59:25,Class B,219028256,57.332933,10.534317,Unknown value,,0.0,,,Unknown,XPH6800,ARIEL,Sailing,,3,9,Undefined,,Unknown,,AIS,5,4,1,2
31/08/2025 23:59:25,Class A,231898000,55.778230,12.706438,Under way using engine,0.0,8.9,11.0,11,9988504,OZ2219,SPIKEN,Cargo,,13,89,GPS,6.5,SELLA > SEHOG,01/09/2025 03:00:00,AIS,80,9,1,12
31/08/2025 23:59:25,Class B,219028256,57.332933,10.534317,Unknown value,,0.0,,,Unknown,XPH6800,ARIEL,Sailing,,3,9,Undefined,,Unknown,,AIS,5,4,1,2
31/08/2025 23:59:25,Class A,248716000,55.674688,15.618750,Under way using engine,0.0,13.0,254.4,256,9317951,9HA4775,MINERVA LIBRA,Tanker,No additional information,44,250,GPS,14.6,FOR ORDERS,15/09/2025 09:00:00,AIS,206,44,11,33
31/08/2025 23:59:25,Class A,265797590,55.867907,12.823573,Under way using engine,,0.0,,,Unknown,SFD2644,STELLA NOVA,SAR,,4,14,Internal,1.2,LANDSKRONA,,AIS,6,8,2,2
31/08/2025 23:59:25,Class A,219381000,55.477320,8.416977,Under way using engine,0.0,0.0,316.9,331,Unknown,OUSS,WILHELMINA,Undefined,,10,38,GPS,,Unknown,,AIS,33,5,4,6
31/08/2025 23:59:25,Class A,257276000,56.842797,12.084168,Under way using engine,0.0,7.2,163.3,160,5255777,LATU3,NORDSTJERNEN,Passenger,,13,80,GPS,4.7,DK HLS,01/09/2025 08:00:00,AIS,19,61,3,10
31/08/2025 23:59:25,Class B,219034187,56.805468,10.283058,Unknown value,,0.0,,,Unknown,XPI5286,KALIMERA,Pleasure,,4,14,Undefined,,Unknown,,AIS,13,1,1,3
31/08/2025 23:59:25,Class A,257276000,56.842797,12.084168,Under way using engine,0.0,7.2,163.3,160,5255777,LATU3,NORDSTJERNEN,Passenger,,13,80,GPS,4.7,DK HLS,01/09/2025 08:00:00,AIS,19,61,3,10
31/08/2025 23:59:25,Base Station,2655021,58.357075,11.252868,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
31/08/2025 23:59:25,Class A,338009000,56.147718,7.092550,Under way using engine,2.2,17.3,0.9,0,9339818,WDI3177,GREEN BAY,Cargo,,33,200,GPS,7.6,X,03/09/2025 01:00:00,AIS,32,168,14,19
31/08/2025 23:59:25,Base Station,2190075,55.027085,10.614565,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
31/08/2025 23:59:25,Base Station,2190075,55.027085,10.614565,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
31/08/2025 23:59:25,Base Station,2190075,55.027085,10.614565,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
31/08/2025 23:59:25,Base Station,2190075,55.027085,10.614565,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
31/08/2025 23:59:25,Class A,211757470,57.593272,9.956365,Engaged in fishing,,0.0,,,8549753,DKRQ,METTE,Fishing,,6,16,Internal,3.0,CH 16,,AIS,13,3,2,4
31/08/2025 23:59:25,Base Station,2190075,55.027085,10.614565,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
31/08/2025 23:59:25,Class A,246171000,56.701770,8.218728,Under way using engine,0.0,0.0,124.9,229,9972294,PFLZ,SEAZIP 14,Other,No additional information,10,27,Combined GPS/GLONASS,2.4,THYBORON,30/08/2025 18:00:00,AIS,21,6,5,5
31/08/2025 23:59:25,Base Station,2190075,55.027085,10.614565,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
31/08/2025 23:59:25,Class A,211757470,57.593272,9.956365,Engaged in fishing,,0.0,,,8549753,DKRQ,METTE,Fishing,,6,16,Internal,3.0,CH 16,,AIS,13,3,2,4
31/08/2025 23:59:25,Class A,231898000,55.778230,12.706438,Under way using engine,0.0,8.9,11.0,11,9988504,OZ2219,SPIKEN,Cargo,,13,89,GPS,6.5,SELLA > SEHOG,01/09/2025 03:00:00,AIS,80,9,1,12
31/08/2025 23:59:25,Class A,220046000,57.643908,10.942592,Unknown value,0.0,2.2,115.8,131,Unknown,5QEP,FN204 DANZIG,Fishing,,,,Undefined,,Unknown,,AIS,,,,
31/08/2025 23:59:25,Class A,220046000,57.643908,10.942592,Unknown value,0.0,2.2,115.8,131,Unknown,5QEP,FN204 DANZIG,Fishing,,,,Undefined,,Unknown,,AIS,,,,
31/08/2025 23:59:25,Class A,219000179,55.559905,9.756972,Under way using engine,0.0,0.0,239.3,230,Unknown,OVLI,MHV 909 SPEDITOEREN,Military,,6,25,Combined GPS/GLONASS,2.5,Unknown,,AIS,7,18,2,4
31/08/2025 23:59:25,Class A,636021310,55.314103,14.390577,Under way using engine,0.7,13.8,220.4,218,9941714,5LDI3,DF MONTMARTRE,Tanker,,44,250,GPS,8.6,LTBOT>NOMON,03/09/2025 07:00:00,AIS,203,47,13,31
31/08/2025 23:59:25,Class A,636021310,55.314103,14.390577,Under way using engine,0.7,13.8,220.4,218,9941714,5LDI3,DF MONTMARTRE,Tanker,,44,250,GPS,8.6,LTBOT>NOMON,03/09/2025 07:00:00,AIS,203,47,13,31
31/08/2025 23:59:25,Class A,219013885,57.635257,10.932708,Engaged in fishing,,2.7,147.8,156,Unknown,OWGG,DORIS VENDELBO,Fishing,,6,15,GPS,3.0,C,,AIS,9,6,3,3
31/08/2025 23:59:25,Class A,636021310,55.314103,14.390577,Under way using engine,0.7,13.8,220.4,218,9941714,5LDI3,DF MONTMARTRE,Tanker,,44,250,GPS,8.6,LTBOT>NOMON,03/09/2025 07:00:00,AIS,203,47,13,31
31/08/2025 23:59:25,Class A,211217860,54.099783,12.112838,Under way using engine,,0.0,,,Unknown,DA4204,ROSTOCKER7,Passenger,No additional information,10,39,GPS,1.6,ROSTOCK WARNEMUENDE,01/01/2026 10:00:00,AIS,39,,,10
31/08/2025 23:59:25,Class A,219013885,57.635257,10.932708,Engaged in fishing,,2.7,147.8,156,Unknown,OWGG,DORIS VENDELBO,Fishing,,6,15,GPS,3.0,C,,AIS,9,6,3,3
31/08/2025 23:59:25,Class A,636018066,56.101377,10.741423,Under way using engine,1.1,10.3,207.0,208,9725873,D5NZ9,OGINO PARK,Tanker,,24,145,GPS,9.2,DKAAR,31/08/2025 18:00:00,AIS,119,26,7,17
31/08/2025 23:59:25,Class A,636018066,56.101377,10.741423,Under way using engine,1.1,10.3,207.0,208,9725873,D5NZ9,OGINO PARK,Tanker,,24,145,GPS,9.2,DKAAR,31/08/2025 18:00:00,AIS,119,26,7,17
31/08/2025 23:59:25,Class A,636018066,56.101377,10.741423,Under way using engine,1.1,10.3,207.0,208,9725873,D5NZ9,OGINO PARK,Tanker,,24,145,GPS,9.2,DKAAR,31/08/2025 18:00:00,AIS,119,26,7,17
31/08/2025 23:59:25,Class A,636018066,56.101377,10.741423,Under way using engine,1.1,10.3,207.0,208,9725873,D5NZ9,OGINO PARK,Tanker,,24,145,GPS,9.2,DKAAR,31/08/2025 18:00:00,AIS,119,26,7,17
31/08/2025 23:59:25,Class A,636018066,56.101377,10.741423,Under way using engine,1.1,10.3,207.0,208,9725873,D5NZ9,OGINO PARK,Tanker,,24,145,GPS,9.2,DKAAR,31/08/2025 18:00:00,AIS,119,26,7,17
31/08/2025 23:59:25,Class A,636018066,56.101377,10.741423,Under way using engine,1.1,10.3,207.0,208,9725873,D5NZ9,OGINO PARK,Tanker,,24,145,GPS,9.2,DKAAR,31/08/2025 18:00:00,AIS,119,26,7,17
31/08/2025 23:59:25,Class A,314702000,56.928452,10.823320,Under way using engine,0.0,8.4,204.1,200,9150494,8PFO8,WILSON BRUGGE,Cargo,No additional information,13,88,GPS,5.9,DK AAL,01/09/2025 04:00:00,AIS,78,10,5,8
31/08/2025 23:59:25,Base Station,2190075,55.027085,10.614565,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
31/08/2025 23:59:25,Class A,314702000,56.928452,10.823320,Under way using engine,0.0,8.4,204.1,200,9150494,8PFO8,WILSON BRUGGE,Cargo,No additional information,13,88,GPS,5.9,DK AAL,01/09/2025 04:00:00,AIS,78,10,5,8
31/08/2025 23:59:25,Class A,257180000,55.428817,5.607200,Under way using engine,0.0,10.5,272.1,270,9223148,LLGZ,BOEMMELBAS,Cargo,,12,62,GPS,6.8,ESBJERG,01/09/2025 08:00:00,AIS,40,22,6,6
31/08/2025 23:59:25,Class A,219031310,55.437080,17.201748,Under way using engine,0.0,15.0,306.0,305,9863003,OZXE2,STENA EBBA,Passenger,Category X,28,240,Combined GPS/GLONASS,5.8,PLGDY->SEKAA->PLGDY,01/09/2025 03:55:00,AIS,31,209,,28
31/08/2025 23:59:25,Class A,211731030,54.472583,9.038408,Under way using engine,0.0,0.0,,256,Unknown,DK9107,OLAND,Law enforcement,,7,23,GPS,0.9,WATTENFAHRT,17/06/2026 19:00:00,AIS,10,13,3,4
31/08/2025 23:59:25,Class A,220338000,55.449385,10.663917,Under way using engine,0.0,0.0,231.1,70,Unknown,Unknown,,Fishing,,,,GPS,3.0,GILLELEJE,20/12/2025 00:00:00,AIS,,,,
31/08/2025 23:59:25,AtoN,992191531,56.247467,3.960300,Unknown value,,,,,Unknown,Unknown,05 98 HEJRE,Undefined,,30,30,Surveyed,,Unknown,,AIS,15,15,15,15
31/08/2025 23:59:25,Class A,219007404,57.122872,8.600045,Reserved for future amendment [HSC],0.0,0.0,75.9,150,Unknown,OU9335,HM128 BORKUMRIF,Fishing,,4,11,GPS,,Unknown,,AIS,2,9,2,2
31/08/2025 23:59:25,Class A,211243920,54.375433,10.196010,Unknown value,-30.2,0.0,,297,Unknown,DJPZ,MULLIGAN,Sailing,,6,24,Combined GPS/GLONASS,3.1,MOELTENORT,,AIS,23,1,1,5
31/08/2025 23:59:25,Class A,211243920,54.375433,10.196010,Unknown value,-30.2,0.0,,297,Unknown,DJPZ,MULLIGAN,Sailing,,6,24,Combined GPS/GLONASS,3.1,MOELTENORT,,AIS,23,1,1,5
31/08/2025 23:59:25,Class A,220338000,55.449385,10.663917,Under way using engine,0.0,0.0,231.1,70,Unknown,Unknown,,Fishing,,,,GPS,3.0,GILLELEJE,20/12/2025 00:00:00,AIS,,,,
31/08/2025 23:59:25,Class A,273611080,55.910375,17.210427,Under way using engine,0.0,15.4,258.6,257,9155389,UBWY2,CRYSTAL STPETERSBURG,Cargo,No additional information,27,175,Combined GPS/GLONASS,11.3,EG SUZ,12/09/2025 08:00:00,AIS,156,19,11,16
31/08/2025 23:59:25,Class A,636021310,55.314103,14.390577,Under way using engine,0.7,13.8,220.4,218,9941714,5LDI3,DF MONTMARTRE,Tanker,,44,250,GPS,8.6,LTBOT>NOMON,03/09/2025 07:00:00,AIS,203,47,13,31
31/08/2025 23:59:25,Class A,636018066,56.101377,10.741423,Under way using engine,1.1,10.3,207.0,208,9725873,D5NZ9,OGINO PARK,Tanker,,24,145,GPS,9.2,DKAAR,31/08/2025 18:00:00,AIS,119,26,7,17
31/08/2025 23:59:25,Class A,212613000,55.308122,11.035550,Under way using engine,0.0,10.5,161.0,160,9376036,5BEG2,RUTH,Cargo,No additional information,24,134,GPS,8.5,DEHAM,01/09/2025 21:00:00,AIS,,134,13,11
31/08/2025 23:59:25,Class B,211100580,54.893522,10.410647,Unknown value,,0.0,,,Unknown,DB2341,SY NIKE,Sailing,,4,10,Undefined,,Unknown,,AIS,7,3,,4
31/08/2025 23:59:25,Class A,212613000,55.308122,11.035550,Under way using engine,0.0,10.5,161.0,160,9376036,5BEG2,RUTH,Cargo,No additional information,24,134,GPS,8.5,DEHAM,01/09/2025 21:00:00,AIS,,134,13,11
31/08/2025 23:59:25,Class A,219281000,57.474600,9.361115,Under way using engine,0.0,16.2,54.5,55,9832597,OXOC2,HUMBRIA SEAWAYS,Cargo,No additional information,34,238,GPS,6.5,SEGOT,01/09/2025 06:00:00,AIS,162,76,17,17
31/08/2025 23:59:25,Class A,219281000,57.474600,9.361115,Under way using engine,0.0,16.2,54.5,55,9832597,OXOC2,HUMBRIA SEAWAYS,Cargo,No additional information,34,238,GPS,6.5,SEGOT,01/09/2025 06:00:00,AIS,162,76,17,17
31/08/2025 23:59:25,Class A,212613000,55.308122,11.035550,Under way using engine,0.0,10.5,161.0,160,9376036,5BEG2,RUTH,Cargo,No additional information,24,134,GPS,8.5,DEHAM,01/09/2025 21:00:00,AIS,,134,13,11
31/08/2025 23:59:25,Class B,211100580,54.893522,10.410647,Unknown value,,0.0,,,Unknown,DB2341,SY NIKE,Sailing,,4,10,Undefined,,Unknown,,AIS,7,3,,4
31/08/2025 23:59:25,Class A,212613000,55.308122,11.035550,Under way using engine,0.0,10.5,161.0,160,9376036,5BEG2,RUTH,Cargo,No additional information,24,134,GPS,8.5,DEHAM,01/09/2025 21:00:00,AIS,,134,13,11
31/08/2025 23:59:25,Class A,219281000,57.474600,9.361115,Under way using engine,0.0,16.2,54.5,55,9832597,OXOC2,HUMBRIA SEAWAYS,Cargo,No additional information,34,238,GPS,6.5,SEGOT,01/09/2025 06:00:00,AIS,162,76,17,17
31/08/2025 23:59:25,Class A,265874000,55.372087,13.152283,Moored,0.0,0.0,197.0,8,8618358,SHLU,HUCKLEBERRY FINN,Passenger,,26,177,GPS,5.1,SE TRE,31/08/2025 22:00:00,AIS,19,158,13,13
31/08/2025 23:59:25,Class A,212613000,55.308122,11.035550,Under way using engine,0.0,10.5,161.0,160,9376036,5BEG2,RUTH,Cargo,No additional information,24,134,GPS,8.5,DEHAM,01/09/2025 21:00:00,AIS,,134,13,11
31/08/2025 23:59:25,Class A,219281000,57.474600,9.361115,Under way using engine,0.0,16.2,54.5,55,9832597,OXOC2,HUMBRIA SEAWAYS,Cargo,No additional information,34,238,GPS,6.5,SEGOT,01/09/2025 06:00:00,AIS,162,76,17,17
31/08/2025 23:59:25,Class A,219031310,55.437080,17.201748,Under way using engine,0.0,15.0,306.0,305,9863003,OZXE2,STENA EBBA,Passenger,Category X,28,240,Combined GPS/GLONASS,5.8,PLGDY->SEKAA->PLGDY,01/09/2025 03:55:00,AIS,31,209,,28
31/08/2025 23:59:25,Class A,212613000,55.308122,11.035550,Under way using engine,0.0,10.5,161.0,160,9376036,5BEG2,RUTH,Cargo,No additional information,24,134,GPS,8.5,DEHAM,01/09/2025 21:00:00,AIS,,134,13,11
31/08/2025 23:59:25,Class A,212613000,55.308122,11.035550,Under way using engine,0.0,10.5,161.0,160,9376036,5BEG2,RUTH,Cargo,No additional information,24,134,GPS,8.5,DEHAM,01/09/2025 21:00:00,AIS,,134,13,11
31/08/2025 23:59:25,Class A,266314000,56.955895,17.268243,Under way using engine,0.0,20.7,200.7,200,9273727,SIJW,BIRKA GOTLAND,Passenger,No additional information,28,177,GPS,6.5,SESTO-SEYST,01/09/2025 09:30:00,AIS,32,145,14,14
31/08/2025 23:59:25,Class A,219001431,54.999177,9.671045,Under way using engine,0.0,0.0,231.9,49,9237840,OZYS,BITTEN CLAUSEN,Passenger,No additional information,12,40,GPS,2.0,BALLEBRO - HARSHOJ,18/03/2026 21:30:00,AIS,20,20,7,5
31/08/2025 23:59:25,Class A,265874000,55.372087,13.152283,Moored,0.0,0.0,197.0,8,8618358,SHLU,HUCKLEBERRY FINN,Passenger,,26,177,GPS,5.1,SE TRE,31/08/2025 22:00:00,AIS,19,158,13,13
31/08/2025 23:59:25,Class A,219005929,57.121588,8.599283,Engaged in fishing,0.0,0.0,0.0,146,Unknown,XPB8368,T247 ESTER,Fishing,,4,11,Internal,,Unknown,,AIS,9,2,1,3
31/08/2025 23:59:25,Class A,265522240,57.699167,11.667390,Under way using engine,0.0,0.0,245.4,65,8612055,SFHZ,MARIE,Passenger,,14,92,GPS,4.0,HONO PINAN,10/10/2025 10:00:00,AIS,43,49,7,7
31/08/2025 23:59:25,Class A,219001431,54.999177,9.671045,Under way using engine,0.0,0.0,231.9,49,9237840,OZYS,BITTEN CLAUSEN,Passenger,No additional information,12,40,GPS,2.0,BALLEBRO - HARSHOJ,18/03/2026 21:30:00,AIS,20,20,7,5
31/08/2025 23:59:25,Class A,219001214,56.041675,12.613252,Under way using engine,0.0,0.0,,110,Unknown,OYVO,OPHELIA,Dredging,,6,15,Internal,,HELSINGOR,01/07/2026 15:05:00,AIS,5,10,3,3
31/08/2025 23:59:25,Class A,246000000,55.529153,14.875235,Under way using engine,-2.2,10.7,240.8,240,9892901,PFMB,BORE WIND,Cargo,,21,121,GPS,7.0,DERSK,01/09/2025 16:00:00,AIS,22,99,14,7
31/08/2025 23:59:25,Class A,220043000,57.496452,10.501515,Engaged in fishing,0.0,0.0,,48,Unknown,OWBW,HM120 MONICA VEST,Fishing,,6,23,GPS,,Unknown,,AIS,17,6,3,3
31/08/2025 23:59:25,Class A,538009534,54.907805,10.864295,Constrained by her draught,0.0,10.4,25.8,26,9714666,V7A4858,FLORENTIA,Cargo,,32,200,GPS,12.8,ES LPA,09/09/2025 10:00:00,AIS,168,32,18,14
31/08/2025 23:59:25,Class A,538009534,54.907805,10.864295,Constrained by her draught,0.0,10.4,25.8,26,9714666,V7A4858,FLORENTIA,Cargo,,32,200,GPS,12.8,ES LPA,09/09/2025 10:00:00,AIS,168,32,18,14
31/08/2025 23:59:25,Class A,538009534,54.907805,10.864295,Constrained by her draught,0.0,10.4,25.8,26,9714666,V7A4858,FLORENTIA,Cargo,,32,200,GPS,12.8,ES LPA,09/09/2025 10:00:00,AIS,168,32,18,14
31/08/2025 23:59:25,Class A,538009534,54.907805,10.864295,Constrained by her draught,0.0,10.4,25.8,26,9714666,V7A4858,FLORENTIA,Cargo,,32,200,GPS,12.8,ES LPA,09/09/2025 10:00:00,AIS,168,32,18,14
31/08/2025 23:59:25,Class A,538009534,54.907805,10.864295,Constrained by her draught,0.0,10.4,25.8,26,9714666,V7A4858,FLORENTIA,Cargo,,32,200,GPS,12.8,ES LPA,09/09/2025 10:00:00,AIS,168,32,18,14
31/08/2025 23:59:25,Class A,246000000,55.529153,14.875235,Under way using engine,-2.2,10.7,240.8,240,9892901,PFMB,BORE WIND,Cargo,,21,121,GPS,7.0,DERSK,01/09/2025 16:00:00,AIS,22,99,14,7
