# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
01/09/2025 23:59:14,Class A,219007968,56.704438,8.222227,Engaged in fishing,0.0,0.0,,263,Unknown,XPB2386,L162 KASPER O,Fishing,,4,10,Internal,2.0,GILLNET FISHING,,AIS,4,6,1,3
01/09/2025 23:59:14,Class A,338009000,55.188345,11.076035,Under way using engine,0.0,13.2,221.3,218,9339818,WDI3177,GREEN BAY,Cargo,,33,200,GPS,7.6,X,03/09/2025 02:00:00,AIS,32,168,14,19
01/09/2025 23:59:14,Class A,338009000,55.188345,11.076035,Under way using engine,0.0,13.2,221.3,218,9339818,WDI3177,GREEN BAY,Cargo,,33,200,GPS,7.6,X,03/09/2025 02:00:00,AIS,32,168,14,19
01/09/2025 23:59:14,Class A,245043000,54.634830,11.378977,Restricted maneuverability,,2.7,276.5,276,9360726,PCBV,REYNAERT,Dredging,,22,98,GPS,6.0,RODBY,08/08/2026 10:00:00,AIS,10,88,11,11
01/09/2025 23:59:14,Class A,245043000,54.634830,11.378977,Restricted maneuverability,,2.7,276.5,276,9360726,PCBV,REYNAERT,Dredging,,22,98,GPS,6.0,RODBY,08/08/2026 10:00:00,AIS,10,88,11,11
01/09/2025 23:59:14,Class B,219026381,55.652640,12.075453,Unknown value,,0.1,,,Unknown,XPH5090,CARPE DIEM,Sailing,,4,13,Undefined,,Unknown,,AIS,9,4,,4
01/09/2025 23:59:14,Class A,245043000,54.634830,11.378977,Restricted maneuverability,,2.7,276.5,276,9360726,PCBV,REYNAERT,Dredging,,22,98,GPS,6.0,RODBY,08/08/2026 10:00:00,AIS,10,88,11,11
01/09/2025 23:59:14,Class A,246064000,56.460353,10.058752,Moored,0.0,0.0,341.0,239,9195418,PBDE,RDJ JOHANNA,Cargo,No additional information,13,83,GPS,3.5,DK RAN__,31/08/2026 09:00:00,AIS,73,10,10,3
01/09/2025 23:59:14,Class A,245043000,54.634830,11.378977,Restricted maneuverability,,2.7,276.5,276,9360726,PCBV,REYNAERT,Dredging,,22,98,GPS,6.0,RODBY,08/08/2026 10:00:00,AIS,10,88,11,11
01/09/2025 23:59:14,Class A,211302570,55.455877,14.298608,At anchor,,1.2,78.4,,Unknown,DEQZ,ALBATROS-C,Sailing,,7,36,Internal,3.1,MALMO,05/09/2025 18:00:00,AIS,30,6,4,3
01/09/2025 23:59:14,Class A,266163000,57.058147,12.268635,Unknown value,,5.2,204.0,,Unknown,SKPF,VG350 ALTHEA,Fishing,,6,17,GPS,,Unknown,,AIS,5,12,3,3
01/09/2025 23:59:14,AtoN,992191500,55.576483,4.618233,Unknown value,,,,,Unknown,Unknown,DAGMAR,Undefined,,,,GPS,,Unknown,,AIS,,,,
01/09/2025 23:59:14,Class A,220334000,57.321355,11.126765,Engaged in fishing,0.0,0.0,284.1,123,Unknown,XP2359,STINE FN396,Fishing,,4,15,GPS,3.0,Unknown,04/03/2026 10:47:00,AIS,15,,2,2
01/09/2025 23:59:14,Class A,220334000,57.321355,11.126765,Engaged in fishing,0.0,0.0,284.1,123,Unknown,XP2359,STINE FN396,Fishing,,4,15,GPS,3.0,Unknown,04/03/2026 10:47:00,AIS,15,,2,2
01/09/2025 23:59:14,Class A,219018636,56.000722,8.123280,Engaged in fishing,,0.0,,,Unknown,XPE5482,RI291 INGER,Fishing,,2,8,Internal,1.4,HVIDE SANDE,,AIS,6,2,1,1
01/09/2025 23:59:14,Class A,219115000,54.538783,11.339017,Under way using engine,0.0,11.8,115.1,117,9775763,OWHH2,VENTA MAERSK,Cargo,No additional information,36,200,GPS,10.8,DEWVN-PLGDN,03/09/2025 02:00:00,AIS,161,39,18,18
01/09/2025 23:59:14,Class A,219115000,54.538783,11.339017,Under way using engine,0.0,11.8,115.1,117,9775763,OWHH2,VENTA MAERSK,Cargo,No additional information,36,200,GPS,10.8,DEWVN-PLGDN,03/09/2025 02:00:00,AIS,161,39,18,18
01/09/2025 23:59:14,Class A,219115000,54.538783,11.339017,Under way using engine,0.0,11.8,115.1,117,9775763,OWHH2,VENTA MAERSK,Cargo,No additional information,36,200,GPS,10.8,DEWVN-PLGDN,03/09/2025 02:00:00,AIS,161,39,18,18
01/09/2025 23:59:14,Class A,219115000,54.538783,11.339017,Under way using engine,0.0,11.8,115.1,117,9775763,OWHH2,VENTA MAERSK,Cargo,No additional information,36,200,GPS,10.8,DEWVN-PLGDN,03/09/2025 02:00:00,AIS,161,39,18,18
01/09/2025 23:59:14,Class A,265522240,57.698853,11.667487,Under way using engine,0.0,0.0,255.5,256,8612055,SFHZ,MARIE,Passenger,,14,92,GPS,4.0,HONO PINAN,10/10/2025 10:00:00,AIS,43,49,7,7
01/09/2025 23:59:14,Class A,266160000,56.795427,12.069612,Engaged in fishing,0.0,2.4,208.7,198,Unknown,SLWH,VG29 CHRISTINA,Fishing,,7,17,GPS,3.0,FISHING GROUNDS,,AIS,13,4,2,5
01/09/2025 23:59:14,Class A,266160000,56.795427,12.069612,Engaged in fishing,0.0,2.4,208.7,198,Unknown,SLWH,VG29 CHRISTINA,Fishing,,7,17,GPS,3.0,FISHING GROUNDS,,AIS,13,4,2,5
01/09/2025 23:59:14,Class A,308654000,55.409365,14.738292,Under way using engine,-2.2,14.5,64.0,66,9316311,C6VJ7,SEINE HIGHWAY,Cargo,,25,148,GPS,7.0,ROSTOCK,01/09/2025 03:00:00,AIS,31,117,9,16
01/09/2025 23:59:14,Class A,255915667,54.429477,12.015483,Under way using engine,-0.2,16.3,268.3,266,9977426,CQ2125,ELBINSEL,Cargo,,27,170,GPS,9.3,DEBRV VIA DENOK,02/09/2025 22:00:00,AIS,158,12,3,24
01/09/2025 23:59:14,Class A,219016906,55.092992,10.241482,Under way using engine,0.0,0.0,272.8,46,9628647,OZHL,FAABORG III,Passenger,,11,40,GPS,3.0,FAABORG LYOE AVERNAK,31/12/2025 00:00:00,AIS,8,32,1,10
01/09/2025 23:59:14,Class A,257956000,57.785705,8.873207,Under way using engine,0.0,13.6,83.1,85,9905916,LAOL8,FRIDA KNUTSEN,Tanker,,46,277,GPS,13.9,XX XXX>SE GOT,02/09/2025 07:08:00,AIS,213,64,24,22
01/09/2025 23:59:14,Class A,219016906,55.092992,10.241482,Under way using engine,0.0,0.0,272.8,46,9628647,OZHL,FAABORG III,Passenger,,11,40,GPS,3.0,FAABORG LYOE AVERNAK,31/12/2025 00:00:00,AIS,8,32,1,10
01/09/2025 23:59:14,Class A,255915667,54.429477,12.015483,Under way using engine,-0.2,16.3,268.3,266,9977426,CQ2125,ELBINSEL,Cargo,,27,170,GPS,9.3,DEBRV VIA DENOK,02/09/2025 22:00:00,AIS,158,12,3,24
01/09/2025 23:59:14,Class A,257956000,57.785705,8.873207,Under way using engine,0.0,13.6,83.1,85,9905916,LAOL8,FRIDA KNUTSEN,Tanker,,46,277,GPS,13.9,XX XXX>SE GOT,02/09/2025 07:08:00,AIS,213,64,24,22
01/09/2025 23:59:14,Class A,257956000,57.785705,8.873207,Under way using engine,0.0,13.6,83.1,85,9905916,LAOL8,FRIDA KNUTSEN,Tanker,,46,277,GPS,13.9,XX XXX>SE GOT,02/09/2025 07:08:00,AIS,213,64,24,22
01/09/2025 23:59:14,Class A,257956000,57.785705,8.873207,Under way using engine,0.0,13.6,83.1,85,9905916,LAOL8,FRIDA KNUTSEN,Tanker,,46,277,GPS,13.9,XX XXX>SE GOT,02/09/2025 07:08:00,AIS,213,64,24,22
01/09/2025 23:59:14,Class A,219026000,55.310630,12.631542,Under way using engine,0.0,18.2,125.6,124,9812107,OXPQ2,HAMMERSHUS,Passenger,Category X,25,158,GPS,5.3,ROENNE,02/09/2025 04:00:00,AIS,32,126,12,13
01/09/2025 23:59:14,Class A,211216570,54.961502,15.461205,Under way using engine,,11.2,266.4,267,8905880,DBND,ALKOR,Other,,13,55,GPS,4.2,BALTIC RESEARCH,06/09/2025 06:00:00,AIS,30,25,6,7
01/09/2025 23:59:14,Class A,244830883,56.399780,7.638995,Restricted maneuverability,0.0,0.6,167.0,206,9750268,PCEN,ACTA ORION,Other,,16,108,GPS,5.6,THOR OWF,23/08/2026 06:30:00,AIS,40,68,8,8
01/09/2025 23:59:14,Class A,244830883,56.399780,7.638995,Restricted maneuverability,0.0,0.6,167.0,206,9750268,PCEN,ACTA ORION,Other,,16,108,GPS,5.6,THOR OWF,23/08/2026 06:30:00,AIS,40,68,8,8
01/09/2025 23:59:14,Class A,636016436,56.225142,11.352103,Under way using engine,0.0,18.6,34.3,35,9227314,D5GE5,MSC ZLATA R,Cargo,Category X,32,280,GPS,11.3,DEBRV,03/09/2025 00:30:00,AIS,232,48,27,5
01/09/2025 23:59:14,Class A,636016436,56.225142,11.352103,Under way using engine,0.0,18.6,34.3,35,9227314,D5GE5,MSC ZLATA R,Cargo,Category X,32,280,GPS,11.3,DEBRV,03/09/2025 00:30:00,AIS,232,48,27,5
01/09/2025 23:59:14,Class A,219358000,57.596022,9.218603,Under way using engine,1.1,13.9,57.3,60,9860142,OYEN2,FLANDRIA SEAWAYS,Cargo,Category Y,34,238,GPS,6.4,GOT-ZEE-GOT,02/09/2025 07:00:00,AIS,162,76,17,17
01/09/2025 23:59:14,Class B,211793650,54.681687,9.994873,Unknown value,,0.6,312.1,,Unknown,DD4359,EMILY,Pleasure,,3,11,Undefined,,Unknown,,AIS,6,5,,3
01/09/2025 23:59:14,Class A,636016436,56.225142,11.352103,Under way using engine,0.0,18.6,34.3,35,9227314,D5GE5,MSC ZLATA R,Cargo,Category X,32,280,GPS,11.3,DEBRV,03/09/2025 00:30:00,AIS,232,48,27,5
01/09/2025 23:59:14,Class B,211793650,54.681687,9.994873,Unknown value,,0.6,312.1,,Unknown,DD4359,EMILY,Pleasure,,3,11,Undefined,,Unknown,,AIS,6,5,,3
01/09/2025 23:59:14,Class B,211793650,54.681687,9.994873,Unknown value,,0.6,312.1,,Unknown,DD4359,EMILY,Pleasure,,3,11,Undefined,,Unknown,,AIS,6,5,,3
01/09/2025 23:59:14,Class A,219358000,57.596022,9.218603,Under way using engine,1.1,13.9,57.3,60,9860142,OYEN2,FLANDRIA SEAWAYS,Cargo,Category Y,34,238,GPS,6.4,GOT-ZEE-GOT,02/09/2025 07:00:00,AIS,162,76,17,17
01/09/2025 23:59:14,Class A,219358000,57.596022,9.218603,Under way using engine,1.1,13.9,57.3,60,9860142,OYEN2,FLANDRIA SEAWAYS,Cargo,Category Y,34,238,GPS,6.4,GOT-ZEE-GOT,02/09/2025 07:00:00,AIS,162,76,17,17
01/09/2025 23:59:14,Class A,211222350,54.942750,10.256873,Moored,0.0,0.0,,70,Unknown,DGMY,NORDICA,Other,,6,20,Internal,2.2,SOEBY,31/08/2026 10:30:00,AIS,5,15,2,4
01/09/2025 23:59:14,Class A,211222350,54.942750,10.256873,Moored,0.0,0.0,,70,Unknown,DGMY,NORDICA,Other,,6,20,Internal,2.2,SOEBY,31/08/2026 10:30:00,AIS,5,15,2,4
01/09/2025 23:59:14,Class B,219018071,55.937043,11.906248,Unknown value,,0.2,,,Unknown,XPD3693,KNAS,Sailing,,3,8,Undefined,,Unknown,,AIS,5,3,2,1
01/09/2025 23:59:14,Class B,211827710,56.537857,11.607565,Unknown value,,7.9,213.8,217,Unknown,DJ2743,NINI ANKER,Sailing,,,,Undefined,,Unknown,,AIS,,,,
01/09/2025 23:59:14,Class B,211827710,56.537857,11.607565,Unknown value,,7.9,213.8,217,Unknown,DJ2743,NINI ANKER,Sailing,,,,Undefined,,Unknown,,AIS,,,,
01/09/2025 23:59:14,Class A,219002177,54.935962,11.371987,Under way using engine,0.0,0.0,204.8,45,9257632,OULO,CHRISTINE,Passenger,,13,52,GPS,2.2,KRAGENAES,20/05/2026 03:15:00,AIS,26,26,6,7
01/09/2025 23:59:14,Class A,219002177,54.935962,11.371987,Under way using engine,0.0,0.0,204.8,45,9257632,OULO,CHRISTINE,Passenger,,13,52,GPS,2.2,KRAGENAES,20/05/2026 03:15:00,AIS,26,26,6,7
01/09/2025 23:59:14,Class A,219010873,57.735052,10.695898,Under way using engine,,10.6,238.0,239,Unknown,OXSH2,LN SEAMAN,Pilot,,5,16,GPS,1.4,SKAGEN,04/05/2026 21:30:00,AIS,5,11,2,3
01/09/2025 23:59:14,Class A,219002177,54.935962,11.371987,Under way using engine,0.0,0.0,204.8,45,9257632,OULO,CHRISTINE,Passenger,,13,52,GPS,2.2,KRAGENAES,20/05/2026 03:15:00,AIS,26,26,6,7
01/09/2025 23:59:14,Class A,265051000,54.734963,12.387642,Under way using engine,0.0,16.3,207.4,206,9336256,SJPW,FINNSWAN,Passenger,,30,216,GPS,7.1,SEMMA<>DETRV,02/09/2025 05:00:00,AIS,26,190,15,15
01/09/2025 23:59:14,Class A,248891000,55.469367,10.532263,Moored,0.0,0.0,359.3,35,9268239,9HA2567,KEY MARMARA,Tanker,,17,106,GPS,4.8,ODENSE,26/08/2026 21:45:00,AIS,89,17,2,15
01/09/2025 23:59:14,Class A,219010873,57.735052,10.695898,Under way using engine,,10.6,238.0,239,Unknown,OXSH2,LN SEAMAN,Pilot,,5,16,GPS,1.4,SKAGEN,04/05/2026 21:30:00,AIS,5,11,2,3
01/09/2025 23:59:14,Class A,265051000,54.734963,12.387642,Under way using engine,0.0,16.3,207.4,206,9336256,SJPW,FINNSWAN,Passenger,,30,216,GPS,7.1,SEMMA<>DETRV,02/09/2025 05:00:00,AIS,26,190,15,15
01/09/2025 23:59:14,Class A,235001620,56.000128,8.123835,Engaged in fishing,0.0,0.0,109.6,123,Unknown,MQNV9,AMADEUS,Fishing,,6,22,GPS,3.5,HARLINGEN,,AIS,12,10,1,5
01/09/2025 23:59:14,Class A,211517200,56.232490,12.254158,Engaged in fishing,0.0,2.6,304.6,294,Unknown,DIJM,METEOR,Fishing,,6,19,GPS,3.1,MAASHOLM_,,AIS,15,4,5,1
01/09/2025 23:59:14,Class A,211517200,56.232490,12.254158,Engaged in fishing,0.0,2.6,304.6,294,Unknown,DIJM,METEOR,Fishing,,6,19,GPS,3.1,MAASHOLM_,,AIS,15,4,5,1
01/09/2025 23:59:14,Class A,235001620,56.000128,8.123835,Engaged in fishing,0.0,0.0,109.6,123,Unknown,MQNV9,AMADEUS,Fishing,,6,22,GPS,3.5,HARLINGEN,,AIS,12,10,1,5
01/09/2025 23:59:14,Class A,211517200,56.232490,12.254158,Engaged in fishing,0.0,2.6,304.6,294,Unknown,DIJM,METEOR,Fishing,,6,19,GPS,3.1,MAASHOLM_,,AIS,15,4,5,1
01/09/2025 23:59:14,Class A,211517200,56.232490,12.254158,Engaged in fishing,0.0,2.6,304.6,294,Unknown,DIJM,METEOR,Fishing,,6,19,GPS,3.1,MAASHOLM_,,AIS,15,4,5,1
01/09/2025 23:59:14,Class A,219006563,55.300502,10.806613,Moored,0.0,0.0,119.0,,Unknown,OYDP2,TYBRING,Tug,,6,21,GPS,3.4,NYBORG,05/03/2026 10:00:00,AIS,5,16,2,4
01/09/2025 23:59:14,Class A,219023738,57.693797,9.855402,Unknown value,0.0,4.9,330.2,324,Unknown,OUBK,EMLI PILEGAARD,Fishing,,8,28,Combined GPS/GLONASS,,Unknown,,AIS,14,14,4,4
01/09/2025 23:59:14,Class A,219006563,55.300502,10.806613,Moored,0.0,0.0,119.0,,Unknown,OYDP2,TYBRING,Tug,,6,21,GPS,3.4,NYBORG,05/03/2026 10:00:00,AIS,5,16,2,4
01/09/2025 23:59:14,Class A,266001000,56.232975,11.343183,Under way using engine,0.0,12.8,29.5,30,9876828,SBJQ,PROSPERO,Tanker,,27,167,GPS,9.1,NLAMS,04/09/2025 04:00:00,AIS,139,28,,27
01/09/2025 23:59:14,Class A,232033027,57.564023,11.266290,Under way using engine,0.0,11.4,135.9,136,9312705,MIPT9,CELTIC AMBASSADOR,Cargo,No additional information,15,106,GPS,4.5,HARGSHAMN,04/09/2025 14:00:00,AIS,95,11,8,7
01/09/2025 23:59:14,Class A,266381000,56.784292,12.323385,Engaged in fishing,,1.1,329.9,,Unknown,SMIC,FG 107 WAILETT,Fishing,,5,14,Internal,,GLOMMEN,,AIS,7,7,2,3
01/09/2025 23:59:14,Class A,266001000,56.232975,11.343183,Under way using engine,0.0,12.8,29.5,30,9876828,SBJQ,PROSPERO,Tanker,,27,167,GPS,9.1,NLAMS,04/09/2025 04:00:00,AIS,139,28,,27
01/09/2025 23:59:14,Class A,266001000,56.232975,11.343183,Under way using engine,0.0,12.8,29.5,30,9876828,SBJQ,PROSPERO,Tanker,,27,167,GPS,9.1,NLAMS,04/09/2025 04:00:00,AIS,139,28,,27
01/09/2025 23:59:14,Class A,219023738,57.693797,9.855402,Unknown value,0.0,4.9,330.2,324,Unknown,OUBK,EMLI PILEGAARD,Fishing,,8,28,Combined GPS/GLONASS,,Unknown,,AIS,14,14,4,4
01/09/2025 23:59:14,Class A,232033027,57.564023,11.266290,Under way using engine,0.0,11.4,135.9,136,9312705,MIPT9,CELTIC AMBASSADOR,Cargo,No additional information,15,106,GPS,4.5,HARGSHAMN,04/09/2025 14:00:00,AIS,95,11,8,7
01/09/2025 23:59:14,Class A,219006563,55.300502,10.806613,Moored,0.0,0.0,119.0,,Unknown,OYDP2,TYBRING,Tug,,6,21,GPS,3.4,NYBORG,05/03/2026 10:00:00,AIS,5,16,2,4
01/09/2025 23:59:14,Class A,266001000,56.232975,11.343183,Under way using engine,0.0,12.8,29.5,30,9876828,SBJQ,PROSPERO,Tanker,,27,167,GPS,9.1,NLAMS,04/09/2025 04:00:00,AIS,139,28,,27
01/09/2025 23:59:14,Class A,259143000,55.837100,16.023582,Under way using engine,0.0,10.2,64.0,66,9436264,LAZN7,NORJARL,Cargo,,16,119,GPS,6.3,OSKARSHAMN,02/09/2025 15:00:00,AIS,107,12,8,8
01/09/2025 23:59:14,Class A,219017784,56.000612,8.123235,Engaged in fishing,,0.0,0.4,,Unknown,XPA5890,RI160 MAJSE,Fishing,,2,9,GPS,1.5,THYBOR0N,,AIS,3,6,1,1
01/09/2025 23:59:14,Class A,219007705,55.717517,10.009362,Under way using engine,,0.0,0.0,,Unknown,OWIW,JETTELYS,Cargo,No additional information,6,16,Internal,2.4,LILLEBELT TUG BUGSER,,AIS,14,2,5,1
01/09/2025 23:59:14,Class A,219000431,54.652217,11.348317,Under way using engine,-11.4,6.7,38.6,39,9144421,OYDX2,PRINSESSE BENEDIKTE,Passenger,No additional information,26,141,GPS,,DKROD-DEPUT,31/12/2025 00:00:00,AIS,22,119,13,13
01/09/2025 23:59:14,Class A,232040897,55.131058,7.231643,Under way using engine,,0.6,269.9,189,9965514,MLBL6,MO8,HSC,,11,26,GPS,2.5,ESBJERG/DANTYSK,01/09/2025 07:00:00,AIS,16,10,6,5
01/09/2025 23:59:14,Class A,219033077,54.638918,11.376792,Moored,0.0,0.0,286.6,116,1111111,OUVH2,IVY1,Other,No additional information,100,21,Combined GPS/GLONASS,8.3,DKROD,27/09/2025 18:00:00,AIS,11,10,52,48
01/09/2025 23:59:14,Class A,219033077,54.638918,11.376792,Moored,0.0,0.0,286.6,116,1111111,OUVH2,IVY1,Other,No additional information,100,21,Combined GPS/GLONASS,8.3,DKROD,27/09/2025 18:00:00,AIS,11,10,52,48
01/09/2025 23:59:14,Class A,219007705,55.717517,10.009362,Under way using engine,,0.0,0.0,,Unknown,OWIW,JETTELYS,Cargo,No additional information,6,16,Internal,2.4,LILLEBELT TUG BUGSER,,AIS,14,2,5,1
01/09/2025 23:59:14,Class A,219025535,57.719523,10.590123,Engaged in fishing,,0.0,,,Unknown,OXJO,BIRGITTE MARTINE,Fishing,,9,32,Internal,,Unknown,,AIS,25,7,4,5
01/09/2025 23:59:14,Class A,219000431,54.652217,11.348317,Under way using engine,-11.4,6.7,38.6,39,9144421,OYDX2,PRINSESSE BENEDIKTE,Passenger,No additional information,26,141,GPS,,DKROD-DEPUT,31/12/2025 00:00:00,AIS,22,119,13,13
01/09/2025 23:59:14,Class A,219000431,54.652217,11.348317,Under way using engine,-11.4,6.7,38.6,39,9144421,OYDX2,PRINSESSE BENEDIKTE,Passenger,No additional information,26,141,GPS,,DKROD-DEPUT,31/12/2025 00:00:00,AIS,22,119,13,13
01/09/2025 23:59:14,Class A,210399000,54.736345,12.406192,Under way using engine,0.0,13.2,211.4,211,8703232,5BZG5,TOM SAWYER,Passenger,Category X,26,176,GPS,5.8,DE RSK,02/09/2025 03:30:00,AIS,15,161,13,13
01/09/2025 23:59:14,Class A,255806433,57.375660,10.748585,Under way using engine,0.0,10.2,6.4,6,9750579,CQEN6,VESTVIND,Cargo,,25,130,GPS,4.4,DKEBJ,03/09/2025 04:00:00,AIS,14,116,7,18
01/09/2025 23:59:14,Class A,255806433,57.375660,10.748585,Under way using engine,0.0,10.2,6.4,6,9750579,CQEN6,VESTVIND,Cargo,,25,130,GPS,4.4,DKEBJ,03/09/2025 04:00:00,AIS,14,116,7,18
01/09/2025 23:59:14,Class A,477664900,55.080195,16.829670,Under way using engine,0.0,12.9,250.3,249,9801574,VRTJ5,DORADO,Tanker,,32,183,GPS,9.6,SUEZ,15/09/2025 15:00:00,AIS,146,37,13,19
01/09/2025 23:59:14,Class A,212112000,55.500490,14.889743,Under way using engine,0.0,18.6,253.7,253,9332559,5BPH6,STENA HORIZON,Passenger,Category X,27,186,Combined GPS/GLONASS,6.4,LVLPX - DETRV,02/09/2025 10:00:00,AIS,28,158,27,
01/09/2025 23:59:14,Class B,211190810,54.571822,13.110600,Unknown value,,0.0,,,Unknown,DG6200,HATHI,Sailing,,3,9,Undefined,,Unknown,,AIS,7,2,2,1
01/09/2025 23:59:14,Class A,219013226,55.720147,11.708068,Unknown value,,0.0,16.5,,Unknown,Unknown,,Undefined,,,,Internal,,Unknown,,AIS,,,,
01/09/2025 23:59:14,Class A,219013226,55.720147,11.708068,Unknown value,,0.0,16.5,,Unknown,Unknown,,Undefined,,,,Internal,,Unknown,,AIS,,,,
01/09/2025 23:59:14,Class B,219027645,55.176358,11.642122,Unknown value,,0.0,,,Unknown,XPH6276,FIONA,Sailing,,5,15,Undefined,,Unknown,,AIS,14,1,4,1
01/09/2025 23:59:14,Class A,636023944,56.396470,12.083372,Under way using engine,0.2,9.3,140.1,139,9967005,5LQE8,MSC KYUNGMIN,Cargo,,28,172,GPS,8.0,SEHEL,02/09/2025 03:00:00,AIS,131,41,20,8
01/09/2025 23:59:14,Class B,244730382,54.942580,9.873053,Unknown value,,0.0,71.9,,Unknown,PB8840,AZRA,Pleasure,,4,11,Undefined,,Unknown,,AIS,6,5,2,2
01/09/2025 23:59:14,Class A,636023944,56.396470,12.083372,Under way using engine,0.2,9.3,140.1,139,9967005,5LQE8,MSC KYUNGMIN,Cargo,,28,172,GPS,8.0,SEHEL,02/09/2025 03:00:00,AIS,131,41,20,8
01/09/2025 23:59:14,Class A,244110938,55.264147,13.027722,Under way using engine,0.0,4.2,276.5,272,9374698,PDFG,SPEYK,Cargo,,13,90,GPS,5.4,GBGOO,06/09/2025 12:00:00,AIS,82,8,7,6
01/09/2025 23:59:14,Class A,219023588,57.783275,9.293618,Engaged in fishing,0.0,4.4,57.4,58,Unknown,OWFW,HM96 JANNI,Fishing,,6,17,Combined GPS/GLONASS,,GOING HOME TO JANNI,,AIS,10,7,3,3
01/09/2025 23:59:14,Class B,244730382,54.942580,9.873053,Unknown value,,0.0,71.9,,Unknown,PB8840,AZRA,Pleasure,,4,11,Undefined,,Unknown,,AIS,6,5,2,2
01/09/2025 23:59:14,Class A,219023588,57.783275,9.293618,Engaged in fishing,0.0,4.4,57.4,58,Unknown,OWFW,HM96 JANNI,Fishing,,6,17,Combined GPS/GLONASS,,GOING HOME TO JANNI,,AIS,10,7,3,3
01/09/2025 23:59:14,Class A,219023588,57.783275,9.293618,Engaged in fishing,0.0,4.4,57.4,58,Unknown,OWFW,HM96 JANNI,Fishing,,6,17,Combined GPS/GLONASS,,GOING HOME TO JANNI,,AIS,10,7,3,3
01/09/2025 23:59:14,Class A,219837000,57.122310,8.599977,Engaged in fishing,0.0,0.0,250.2,330,Unknown,XP4826,T138 POSEIDON GILNET,Fishing,,5,17,GPS,3.5,HJEM.TIL KIRSTEN,,AIS,11,6,3,2
